datetime,portfolio_value,cash,positions,return
2023-10-17 08:30:00-04:00,100000.0,100000.0,[],
2023-10-17 09:30:00-04:00,100000.0,100000.0,[],0.0
2023-10-17 09:30:00-04:00,100000.0,100000.0,[],0.0
2023-10-17 09:31:00-04:00,100000.0,100000.0,[],0.0
2023-10-17 09:32:00-04:00,100000.0,100000.0,[],0.0
2023-10-17 09:33:00-04:00,100000.0,100000.0,[],0.0
2023-10-17 09:34:00-04:00,99998.05,95666.2,"[{'asset': SPY, 'quantity': 10.0}]",-1.9499999999950113e-05
2023-10-17 09:35:00-04:00,100000.3,95666.2,"[{'asset': SPY, 'quantity': 10.0}]",2.25004387586214e-05
2023-10-17 09:36:00-04:00,99996.5,95666.2,"[{'asset': SPY, 'quantity': 10.0}]",-3.7999886000394945e-05
2023-10-17 09:37:00-04:00,99998.5,95666.2,"[{'asset': SPY, 'quantity': 10.0}]",2.0000700024391804e-05
2023-10-17 09:38:00-04:00,99999.09999999999,95666.2,"[{'asset': SPY, 'quantity': 10.0}]",6.000090001290204e-06
2023-10-17 09:39:00-04:00,100000.5,91333.3,"[{'asset': SPY, 'quantity': 20.0}]",1.4000126001167956e-05
2023-10-17 09:40:00-04:00,100004.7,86999.7,"[{'asset': SPY, 'quantity': 30.0}]",4.199979000096832e-05
2023-10-17 09:41:00-04:00,99995.5,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-9.199567620321591e-05
2023-10-17 09:42:00-04:00,100009.5,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",0.00014000630028343508
2023-10-17 09:43:00-04:00,99997.9,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-0.00011598898104681066
2023-10-17 09:44:00-04:00,99989.5,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-8.400176403700055e-05
2023-10-17 09:45:00-04:00,99994.5,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",5.000525055121052e-05
2023-10-17 09:46:00-04:00,99983.9,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-0.0001060058303207212
2023-10-17 09:47:00-04:00,100001.1,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",0.00017202769645918714
2023-10-17 09:48:00-04:00,99987.9,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-0.0001319985480160435
2023-10-17 09:49:00-04:00,99987.5,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-4.000484058463982e-06
2023-10-17 09:50:00-04:00,99986.3,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-1.2001500187541758e-05
2023-10-17 09:51:00-04:00,99987.9,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",1.6002192300357265e-05
2023-10-17 09:52:00-04:00,99986.7,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-1.2001452175725014e-05
2023-10-17 09:53:00-04:00,99973.5,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-0.0001320175583352512
2023-10-17 09:54:00-04:00,99967.9,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",-5.6014843933693825e-05
2023-10-17 09:55:00-04:00,99969.5,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",1.6005137649210965e-05
2023-10-17 09:56:00-04:00,99973.29999999999,82664.7,"[{'asset': SPY, 'quantity': 40.0}]",3.8011593535891564e-05
2023-10-17 09:57:00-04:00,99971.55,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",-1.7504673747725796e-05
2023-10-17 09:58:00-04:00,99964.05,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",-7.502134357229018e-05
2023-10-17 09:59:00-04:00,99976.55,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",0.0001250449536609466
2023-10-17 10:00:00-04:00,99973.55,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",-3.000703665012594e-05
2023-10-17 10:01:00-04:00,99980.05,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",6.501719704865572e-05
2023-10-17 10:02:00-04:00,99979.05,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",-1.0001995398134511e-05
2023-10-17 10:03:00-04:00,99984.05,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",5.001047719499496e-05
2023-10-17 10:04:00-04:00,99981.55,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",-2.500398813609639e-05
2023-10-17 10:05:00-04:00,99977.55,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",-4.000738136189508e-05
2023-10-17 10:06:00-04:00,99980.05,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",2.5005613760287204e-05
2023-10-17 10:07:00-04:00,99995.05,78337.55,"[{'asset': SPY, 'quantity': 50.0}]",0.0001500299309711295
2023-10-17 10:08:00-04:00,100023.85,74006.05,"[{'asset': SPY, 'quantity': 60.0}]",0.00028801425670565983
2023-10-17 10:09:00-04:00,100030.15,69669.75,"[{'asset': SPY, 'quantity': 70.0}]",6.298497808265857e-05
2023-10-17 10:10:00-04:00,100048.55,65332.55,"[{'asset': SPY, 'quantity': 80.0}]",0.00018394454072101496
2023-10-17 10:11:00-04:00,100048.55,60993.05,"[{'asset': SPY, 'quantity': 90.0}]",0.0
2023-10-17 10:12:00-04:00,100083.65,60993.05,"[{'asset': SPY, 'quantity': 90.0}]",0.00035082967219413064
2023-10-17 10:13:00-04:00,100084.55,60993.05,"[{'asset': SPY, 'quantity': 90.0}]",8.992477792402198e-06
2023-10-17 10:14:00-04:00,100109.55,56649.55,"[{'asset': SPY, 'quantity': 100.0}]",0.0002497888035666307
2023-10-17 10:15:00-04:00,100102.95000000001,52303.55,"[{'asset': SPY, 'quantity': 110.0}]",-6.592777612113299e-05
2023-10-17 10:16:00-04:00,100106.25,52303.55,"[{'asset': SPY, 'quantity': 110.0}]",3.296606143954328e-05
2023-10-17 10:17:00-04:00,100102.532,52303.55,"[{'asset': SPY, 'quantity': 110.0}]",-3.7140538178159765e-05
2023-10-17 10:18:00-04:00,100112.85,52303.55,"[{'asset': SPY, 'quantity': 110.0}]",0.00010307431584255511
2023-10-17 10:19:00-04:00,100102.532,52303.55,"[{'asset': SPY, 'quantity': 110.0}]",-0.00010306369262291781
2023-10-17 10:20:00-04:00,100119.45000000001,52303.55,"[{'asset': SPY, 'quantity': 110.0}]",0.00016900671403607959
2023-10-17 10:21:00-04:00,100088.65000000001,52303.55,"[{'asset': SPY, 'quantity': 110.0}]",-0.00030763253293941695
2023-10-17 10:22:00-04:00,100111.64000000001,52303.55,"[{'asset': SPY, 'quantity': 110.0}]",0.0002296963741643676
2023-10-17 10:23:00-04:00,100126.05,52303.55,"[{'asset': SPY, 'quantity': 110.0}]",0.00014393930615841377
2023-10-17 10:24:00-04:00,100176.45000000001,47956.05,"[{'asset': SPY, 'quantity': 120.0}]",0.0005033655077775201
2023-10-17 10:25:00-04:00,100130.95000000001,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",-0.00045419856662920477
2023-10-17 10:26:00-04:00,100138.75,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",7.789799257862384e-05
2023-10-17 10:27:00-04:00,100132.25,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",-6.490993746177676e-05
2023-10-17 10:28:00-04:00,100107.55,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",-0.0002466737739339475
2023-10-17 10:29:00-04:00,100107.55,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",0.0
2023-10-17 10:30:00-04:00,100112.1,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",4.545111732334739e-05
2023-10-17 10:31:00-04:00,100111.45000000001,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",-6.492721658979406e-06
2023-10-17 10:32:00-04:00,100102.35,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",-9.089869340628276e-05
2023-10-17 10:33:00-04:00,100103.65000000001,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",1.2986708104234523e-05
2023-10-17 10:34:00-04:00,100093.25,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",-0.00010389231561491741
2023-10-17 10:35:00-04:00,100149.15,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",0.0005584792181290155
2023-10-17 10:36:00-04:00,100163.45000000001,43604.350000000006,"[{'asset': SPY, 'quantity': 130.0}]",0.0001427870331403014
2023-10-17 10:37:00-04:00,100220.85,39253.65000000001,"[{'asset': SPY, 'quantity': 140.0}]",0.0005730633279903419
2023-10-17 10:38:00-04:00,100244.865,34898.850000000006,"[{'asset': SPY, 'quantity': 150.0}]",0.00023962079746886467
2023-10-17 10:39:00-04:00,100224.04900000001,30542.449000000008,"[{'asset': SPY, 'quantity': 160.0}]",-0.00020765153407098502
2023-10-17 10:40:00-04:00,100212.849,30542.449000000008,"[{'asset': SPY, 'quantity': 160.0}]",-0.00011174962608040406
2023-10-17 10:41:00-04:00,100206.44900000001,30542.449000000008,"[{'asset': SPY, 'quantity': 160.0}]",-6.386406597413963e-05
2023-10-17 10:42:00-04:00,100196.849,30542.449000000008,"[{'asset': SPY, 'quantity': 160.0}]",-9.580221728044958e-05
2023-10-17 10:43:00-04:00,100185.649,30542.449000000008,"[{'asset': SPY, 'quantity': 160.0}]",-0.00011177996226208187
2023-10-17 10:44:00-04:00,100163.24900000001,30542.449000000008,"[{'asset': SPY, 'quantity': 160.0}]",-0.00022358491683771575
2023-10-17 10:45:00-04:00,100175.441,30542.449000000008,"[{'asset': SPY, 'quantity': 160.0}]",0.00012172129120924247
2023-10-17 10:46:00-04:00,100241.649,30542.449000000008,"[{'asset': SPY, 'quantity': 160.0}]",0.0006609204745102737
2023-10-17 10:47:00-04:00,100168.54900000001,26186.249000000007,"[{'asset': SPY, 'quantity': 170.0}]",-0.0007292378041385827
2023-10-17 10:48:00-04:00,100153.24900000001,26186.249000000007,"[{'asset': SPY, 'quantity': 170.0}]",-0.00015274255395281156
2023-10-17 10:49:00-04:00,100154.94900000001,26186.249000000007,"[{'asset': SPY, 'quantity': 170.0}]",1.6973987533752677e-05
2023-10-17 10:50:00-04:00,100180.44900000001,26186.249000000007,"[{'asset': SPY, 'quantity': 170.0}]",0.0002546054913372675
2023-10-17 10:51:00-04:00,100156.149,21833.649000000005,"[{'asset': SPY, 'quantity': 180.0}]",-0.00024256229875752044
2023-10-17 10:52:00-04:00,100133.649,21833.649000000005,"[{'asset': SPY, 'quantity': 180.0}]",-0.0002246492125012045
2023-10-17 10:53:00-04:00,100130.06700000001,21833.649000000005,"[{'asset': SPY, 'quantity': 180.0}]",-3.577219082462335e-05
2023-10-17 10:54:00-04:00,100121.049,21833.649000000005,"[{'asset': SPY, 'quantity': 180.0}]",-9.006285794266322e-05
2023-10-17 10:55:00-04:00,100108.44900000001,21833.649000000005,"[{'asset': SPY, 'quantity': 180.0}]",-0.00012584766266277025
2023-10-17 10:56:00-04:00,100185.849,21833.649000000005,"[{'asset': SPY, 'quantity': 180.0}]",0.0007731615140695869
2023-10-17 10:57:00-04:00,100205.649,21833.649000000005,"[{'asset': SPY, 'quantity': 180.0}]",0.00019763270160044755
2023-10-17 10:58:00-04:00,100177.263,17479.649000000005,"[{'asset': SPY, 'quantity': 190.0}]",-0.0002832774427716789
