time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-10-17 09:33:00-04:00,SwingHigh,dbcc30c383154e03bf4426d29376437c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 09:33:00-04:00,SwingHigh,dbcc30c383154e03bf4426d29376437c,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.38,10.0,0.0
2023-10-17 09:38:00-04:00,SwingHigh,fd3b0480f7384b21a3219cffc192dac0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 09:38:00-04:00,SwingHigh,fd3b0480f7384b21a3219cffc192dac0,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.29,10.0,0.0
2023-10-17 09:39:00-04:00,SwingHigh,4fd89eaf11d64be79c428be0d102ed67,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 09:39:00-04:00,SwingHigh,4fd89eaf11d64be79c428be0d102ed67,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.36,10.0,0.0
2023-10-17 09:40:00-04:00,SwingHigh,fdeb1a36e9a548baba65204b94e1c3bb,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 09:40:00-04:00,SwingHigh,fdeb1a36e9a548baba65204b94e1c3bb,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.5,10.0,0.0
2023-10-17 09:56:00-04:00,SwingHigh,1f7f197ab2ab44529bcdf0b0bf002a8e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 09:56:00-04:00,SwingHigh,1f7f197ab2ab44529bcdf0b0bf002a8e,SPY,buy,market,fill,1,gtc,0.0,1,stock,432.715,10.0,0.0
2023-10-17 10:07:00-04:00,SwingHigh,6fb6278a4cae41d794fd0b3e1a88a5c3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:07:00-04:00,SwingHigh,6fb6278a4cae41d794fd0b3e1a88a5c3,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.15,10.0,0.0
2023-10-17 10:08:00-04:00,SwingHigh,4a2a5ea28e3c49aabc92807c02a47e73,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:08:00-04:00,SwingHigh,4a2a5ea28e3c49aabc92807c02a47e73,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.63,10.0,0.0
2023-10-17 10:09:00-04:00,SwingHigh,74c20f25bb584d66815f7c2b3d2fa6fb,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:09:00-04:00,SwingHigh,74c20f25bb584d66815f7c2b3d2fa6fb,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.72,10.0,0.0
2023-10-17 10:10:00-04:00,SwingHigh,8557431d556c476d8617c7e442be91cc,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:10:00-04:00,SwingHigh,8557431d556c476d8617c7e442be91cc,SPY,buy,market,fill,1,gtc,0.0,1,stock,433.95,10.0,0.0
2023-10-17 10:13:00-04:00,SwingHigh,c81d58b9188c483d8185e922a4bfea7d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:13:00-04:00,SwingHigh,c81d58b9188c483d8185e922a4bfea7d,SPY,buy,market,fill,1,gtc,0.0,1,stock,434.35,10.0,0.0
2023-10-17 10:14:00-04:00,SwingHigh,337829cfaa43487793aae5e3a330f951,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:14:00-04:00,SwingHigh,337829cfaa43487793aae5e3a330f951,SPY,buy,market,fill,1,gtc,0.0,1,stock,434.6,10.0,0.0
2023-10-17 10:23:00-04:00,SwingHigh,cd8fde66092143d1b266523209b2eeb4,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:23:00-04:00,SwingHigh,cd8fde66092143d1b266523209b2eeb4,SPY,buy,market,fill,1,gtc,0.0,1,stock,434.75,10.0,0.0
2023-10-17 10:24:00-04:00,SwingHigh,af6768ac722e4af295915632f5a27e80,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:24:00-04:00,SwingHigh,af6768ac722e4af295915632f5a27e80,SPY,buy,market,fill,1,gtc,0.0,1,stock,435.17,10.0,0.0
2023-10-17 10:36:00-04:00,SwingHigh,cfc8086b8f6e4699b6a25dc9e503836d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:36:00-04:00,SwingHigh,cfc8086b8f6e4699b6a25dc9e503836d,SPY,buy,market,fill,1,gtc,0.0,1,stock,435.07,10.0,0.0
2023-10-17 10:37:00-04:00,SwingHigh,0e8c5ad6ae534ed6895ec5e79b0badaa,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:37:00-04:00,SwingHigh,0e8c5ad6ae534ed6895ec5e79b0badaa,SPY,buy,market,fill,1,gtc,0.0,1,stock,435.48,10.0,0.0
2023-10-17 10:38:00-04:00,SwingHigh,a660f10897244a2aaf43ebd4aa8995c5,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-17 10:38:00-04:00,SwingHigh,a660f10897244a2aaf43ebd4aa8995c5,SPY,buy,market,fill,1,gtc,0.0,1,stock,435.6401,10.0,0.0
2023-10-17 10:46:00-04:00,SwingHigh,2bc1a99877934584807dc6c87ccbf093,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
